label,Bal.Acc_mean,Bal.Acc_std,MCC_mean,MCC_std,F1_mean,F1_std,ROC_AUC_mean,ROC_AUC_std,PR_AUC_mean,PR_AUC_std,Precision_mean,Precision_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std
fresh,0.6142702287359763,0.019050925003111514,0.216931507319076,0.025883620080294305,0.30223623104356767,0.028959210865532048,0.7526541413628812,0.012181699698015929,0.25657619683499333,0.025864539512029314,0.2903767571150584,0.04126615451868939,0.3313420929783413,0.08171228551835445,0.8971983644936113,0.0507576150394123
fruit skin,0.5823871221620209,0.0675055615525165,0.08572946881489965,0.06244805671376957,0.079018315018315,0.05705731363526767,0.7503457858566811,0.09913040272643965,0.08272057161551485,0.05221636583942781,0.06821763602251404,0.07720918740446585,0.2072222222222222,0.16550055014641318,0.9575520221018194,0.036038273988571956
fruity,0.7542778991462218,0.022309482236984358,0.5102635777193079,0.03872346369578471,0.6952269358314164,0.031952636661622805,0.8428790562123567,0.021440312989745646,0.7844305586483766,0.030229624704661454,0.697423934748976,0.029928012031184247,0.697260477465884,0.0712784996336008,0.8112953208265594,0.04061371012282559
garlic,0.7184220179117056,0.08302416446239352,0.5150958501944677,0.19577398584882433,0.5100790195129818,0.18670691324659414,0.9796537889467107,0.008252528952048258,0.6043227924716719,0.15628110596438285,0.6355555555555557,0.27050478647553144,0.44403567447045705,0.16573688369794934,0.9928083613529541,0.006608822708916002
gassy,0.6775501015210252,0.13257657778640014,0.2570207562114749,0.19449644924649234,0.21476688236270114,0.16002614738945425,0.9380593286824686,0.037188670679953524,0.21846373399739333,0.1563389906564434,0.2848230201171377,0.405627193263367,0.37142857142857144,0.27847983842311325,0.9836716316134794,0.01658268460025767
geranium,0.6279352480499121,0.0824383427641939,0.19852691109396337,0.051627506260253524,0.1885802196940745,0.04428796692239236,0.870711866895858,0.05288468702944625,0.1915861990486315,0.06288724781886114,0.20138413355251966,0.1260318750335222,0.2761438561438561,0.18345445557391865,0.979726639955968,0.019710838618770442
grape,0.6072667557492525,0.02228321612848056,0.37288731360018074,0.09437777920098811,0.32106227106227103,0.06742937096472194,0.8600701962533842,0.029894108807237182,0.30222759429608026,0.04726251299842354,0.6853174603174603,0.26788506615183044,0.21699579831932772,0.04432327529479121,0.9975377131791772,0.0024770635747208996
grapefruit,0.67384534166977,0.07576996411730956,0.2735244071637394,0.03908127082643945,0.27281965594403246,0.024379189051742176,0.8827442826832304,0.041952868764371334,0.2393237129555399,0.11322816393589692,0.23791658633763896,0.03966398184847584,0.3655694305694306,0.15989506385650937,0.9821212527701093,0.008622512001390269
grassy,0.5291548664267433,0.03273614947883044,0.06378329409119196,0.06447290618268475,0.06984126984126982,0.06602106140662037,0.7090718068727839,0.07576048838903462,0.06276442862412149,0.030205178339877865,0.08590476190476189,0.08013707078112277,0.06624649859943976,0.07287894224234771,0.9920632342540466,0.008213970160719267
green,0.6840597646236668,0.01499453299222109,0.3637509016798469,0.025721792386491017,0.5514162181097135,0.02295575845599565,0.774743386508795,0.012856836488661393,0.6091433330127003,0.021535391589205755,0.5396273369106133,0.040787980381809315,0.5714843408090672,0.07035720809165147,0.7966351884382663,0.050535881422668266
